0:0-0:29,0
0:30-0:60,0
1:0-1:29,0
1:30-1:60,0
2:0-2:29,0
2:30-2:60,0
3:0-3:29,0
3:30-3:60,0
4:0-4:29,0
4:30-4:60,0
5:0-5:29,0
5:30-5:60,0
6:0-6:29,0
6:30-6:60,0
7:0-7:29,0
7:30-7:60,0
8:0-8:29,0
8:30-8:60,0
9:0-9:29,0
9:30-9:60,0
10:0-10:29,0
10:30-10:60,0
11:0-11:29,0
11:30-11:60,0
12:0-12:29,0
12:30-12:60,0
13:0-13:29,0
13:30-13:60,0
14:0-14:29,3
14:30-14:60,0
15:0-15:29,0
15:30-15:60,0
16:0-16:29,0
16:30-16:60,0
17:0-17:29,0
17:30-17:60,0
18:0-18:29,0
18:30-18:60,0
19:0-19:29,0
19:30-19:60,0
20:0-20:29,0
20:30-20:60,0
21:0-21:29,0
21:30-21:60,0
22:0-22:29,0
22:30-22:60,0
23:0-23:29,0
23:30-23:60,0
